source,target
CarelWesselius,GenieYoo818
CarelWesselius,TristanMostert
davkell,MooreInst
davkell,davkell
davkell,RECIRC_
SarahCorrigans,MooreInst
SarahCorrigans,davkell
SarahCorrigans,RECIRC_
robert_stagg,RSAorg
literaczy,trude_dijkstra
literaczy,GenieYoo818
literaczy,TristanMostert
helena_w_strom,_EMoDiR_
DevinFitzger,trude_dijkstra
DevinFitzger,GenieYoo818
DevinFitzger,TristanMostert
FranRothwellHug,stella_wisgrill
trude_dijkstra,GenieYoo818
RSAorg,rgwakeman
RSAorg,degruyter_arts
samuscript,emi_rowe
BooksAndGuts,emi_rowe
stefanovil,kmschultz24
TyCloigin,dg_medieval
TyCloigin,dg_medieval
RSAorg,DrJDeCamillis
RSAorg,LeaderAnnePhD
RSAorg,hofmannaw
RSAorg,DJWrisley
RSAorg,LeaderAnnePhD
RSAorg,MaddenAmanda
RSAorg,dcvanderlinden
RSAorg,EmmaLCahill
RSAorg,katharinaost
RSAorg,Liekevdeinsen
RSAorg,NinaGeerdink
RSAorg,AmsterdamUPress
RSAorg,bramvanleuveren
RSAorg,Barbara_E_Mundy
RSAorg,c_i_mcnamara
RSAorg,dollar_isabel
RSAorg,sourdoughchef
RSAorg,SueseyStreet
RSAorg,maudlaelejeune
RSAorg,AmsterdamUPress
RSAorg,m_bassnett
RSAorg,AyyVeeBee
RSAorg,serenadinepi
RSAorg,emodir
RSAorg,helena_w_strom
RSAorg,_EMoDiR_
RSAorg,GalenOfPergamum
RSAorg,EarlyTcd
RSAorg,TLRHub
egaffney4,AmsterdamUPress
egaffney4,AmsterdamUPress
egaffney4,AmsterdamUPress
egaffney4,m_bassnett
egaffney4,AmsterdamUPress
egaffney4,c_weeda
RSAorg,gj_kemp
RSAorg,universalstc
RSAorg,elisewatson_
RSAorg,JE_Baxter
RSAorg,medrenliza
RSAorg,owilliamsdc
RSAorg,stefanovil
RSAorg,SpenserSociety
RSAorg,drMCailloux
RSAorg,sjarchives
RSAorg,MarshsLibrary
RSAorg,StonyArchivum
RSAorg,medrenliza
RSAorg,boydellbrewer
RSAorg,owilliamsdc
RSAorg,stefanovil
RSAorg,TarrantNeil
RSAorg,degruyter_arts
degruyter_arts,dg_medieval
degruyter_arts,degruyter_arts
degruyter_arts,dg_medieval
RSAorg,helena_w_strom
RSAorg,LindaAnnNolan
RSAorg,de_dedris
RSAorg,SarahALang_
RSAorg,dg_medieval
RSAorg,degruyter_arts
RSAorg,dg_medieval
RSAorg,stefanovil
RSAorg,elo_dav
stefanovil,elo_dav
RSAorg,CAP_Ltd
dg_medieval,degruyter_arts
dg_medieval,dg_medieval
de_dedris,SarahALang_
theriversideUCC,medrenliza
RSAorg,serenadinepi
RSAorg,onslies
RSAorg,martinamampy
RSAorg,adam_shear
RSAorg,MasudaQureshi
RSAorg,RSAorg
RSAorg,DanCunniffe
RSAorg,dg_medieval
RSAorg,dg_medieval
RSAorg,robert_stagg
RSAorg,RSAorg
stefanovil,helena_w_strom
stefanovil,LindaAnnNolan
RSAorg,VINCE_Mate
RSAorg,emi_rowe
helena_w_strom,LindaAnnNolan
RSAorg,Julien_LeMauff
RSAorg,CAP_Ltd
jotis13,owilliamsdc
jotis13,WSperrazza
jotis13,jotis13
jotis13,FolgerLibrary
jotis13,FolgerResearch
RSAorg,Benito_Navarret
JSpanUK,bramvanleuveren
cmadruga,ErcRutter
cmadruga,JMMorenoMadrid
stefanovil,TarrantNeil
JE_Baxter,gj_kemp
JE_Baxter,universalstc
JE_Baxter,elisewatson_
JE_Baxter,JE_Baxter
DrPastonsRUs,boydellbrewer
A_der_Weduwen,gj_kemp
A_der_Weduwen,universalstc
A_der_Weduwen,elisewatson_
A_der_Weduwen,JE_Baxter
Real_Person_DH,MooreInst
Real_Person_DH,davkell
Real_Person_DH,RECIRC_
saskia_limbach,Liekevdeinsen
saskia_limbach,NinaGeerdink
sjarchives,MarshsLibrary
DrAliceQst,MappingInns
sjarchives,MarshsLibrary
SpenserSociety,SpenserSociety
helena_w_strom,serenadinepi
helena_w_strom,emodir
helena_w_strom,helena_w_strom
helena_w_strom,_EMoDiR_
helena_w_strom,stefanovil
helena_w_strom,helena_w_strom
helena_w_strom,_EMoDiR_
helena_w_strom,stefanovil
helena_w_strom,stefanovil
helena_w_strom,onslies
helena_w_strom,_EMoDiR_
helena_w_strom,stefanovil
RichardTYoder1,stefanovil
RichardTYoder1,onslies
RichardTYoder1,_EMoDiR_
CAP_Ltd,PennPress
CAP_Ltd,kim_a_coles
DigtalHumanatee,MooreInst
DigtalHumanatee,davkell
DigtalHumanatee,RECIRC_
MooreInst,davkell
MooreInst,RECIRC_
restalrig,maudlaelejeune
emodmetals,emi_rowe
OxfordPublicity,utpress
robert_stagg,RSAorg
degruyter_arts,dg_medieval
degruyter_arts,dg_medieval
SocHistoireLyon,maudlaelejeune
DrJDeCamillis,readallthepoems
TLRHub,EarlyTcd
TLRHub,TLRHub
dg_medieval,dg_medieval
_EMoDiR_,stefanovil
medrenliza,owilliamsdc
gj_kemp,universalstc
gj_kemp,elisewatson_
MasudaQureshi,RSAorg
HPSshouts,GalenOfPergamum
ps2270,RSAorg
ps2270,RSAorg
_EMoDiR_,stefanovil
_EMoDiR_,onslies
_EMoDiR_,_EMoDiR_
stefanovil,onslies
stefanovil,_EMoDiR_
medrenliza,owilliamsdc
serenadinepi,onslies
MmeMetacarpiano,LFG_Hist
MmeMetacarpiano,RSAorg
Dubliniaviking,DrAliceQst
_EMoDiR_,stefanovil
AmsterdamUPress,c_weeda
m_bassnett,AmsterdamUPress
m_bassnett,m_bassnett
_EMoDiR_,serenadinepi
_EMoDiR_,emodir
_EMoDiR_,helena_w_strom
Liekevdeinsen,gj_kemp
Liekevdeinsen,martinevanelk
_EMoDiR_,stefanovil
_EMoDiR_,helena_w_strom
_EMoDiR_,_EMoDiR_
stefanovil,helena_w_strom
stefanovil,_EMoDiR_
stanley_wells,robert_stagg
stanley_wells,RSAorg
joel__herman,EarlyTcd
joel__herman,TLRHub
EarlyTcd,TLRHub
Library_RIA,GalenOfPergamum
AndereAesthetik,katharinaost
AdelmanJuliana,c_i_mcnamara
_EMoDiR_,_EMoDiR_
serenadinepi,emodir
serenadinepi,helena_w_strom
LondRenaissance,RSAorg
LondRenaissance,RSAorg
NinaLamal,Liekevdeinsen
NinaLamal,NinaGeerdink
tlindenberger,alexkaest
AmsterdamUPress,m_bassnett
teol03,maudlaelejeune
daanvanheesch,Liekevdeinsen
daanvanheesch,NinaGeerdink
sourdoughchef,SueseyStreet
robert_stagg,puckinspirit
SpColl_KULeuven,Liekevdeinsen
SpColl_KULeuven,NinaGeerdink
SpColl_KULeuven,martinevanelk
SpColl_KULeuven,WyffelsHeleen
martinevanelk,Liekevdeinsen
martinevanelk,NinaGeerdink
bramvanleuveren,Barbara_E_Mundy
NinaGeerdink,Liekevdeinsen
NinaGeerdink,NinaGeerdink
RareBookLibAntw,Liekevdeinsen
RareBookLibAntw,NinaGeerdink
Liekevdeinsen,NinaGeerdink
owilliamsdc,WSperrazza
owilliamsdc,jotis13
owilliamsdc,FolgerLibrary
owilliamsdc,FolgerResearch
anna_kowalcze,RSAorg
anna_kowalcze,RSAorg
owilliamsdc,RSAorg
owilliamsdc,RSAorg
martinamampy,RSAorg
martinamampy,RSAorg
DrAliceQst,L_Sansonetti
RSAorg,RSAorg
ArtmuseumNews,Sagarq_
profecowling,utpress
profecowling,profecowling
LeaderAnnePhD,friede
LeaderAnnePhD,MaddenAmanda
DSenasi,martinevanelk
DSenasi,KathyAcheson
DSenasi,wolfrestonward
DSenasi,RenskeHoff
DSenasi,gj_kemp
DSenasi,WhiteMicheline
DSenasi,memps2
LeaderAnnePhD,hofmannaw
LeaderAnnePhD,DJWrisley
YLuvSh,utpress
YLuvSh,profecowling
EvaKemenade,bramvanleuveren
RSAorg,puckinspirit
RSAorg,serenadinepi
RSAorg,onslies
RSAorg,_EMoDiR_
RSAorg,RSAorg
RSAorg,helena_w_strom
RSAorg,stefanovil
RSAorg,jessrachelhoney
Nicosia_Marissa,historecipes
rare_cooking,historecipes
RabiaGregory,degruyter_arts
egaffney4,degruyter_arts
egaffney4,utpress
egaffney4,profecowling
egaffney4,LFG_Hist
egaffney4,RSAorg
egaffney4,L_Sansonetti
egaffney4,puckinspirit
martinamampy,_EMoDiR_
bobbyholunder,_EMoDiR_
serenadinepi,onslies
serenadinepi,_EMoDiR_
serenadinepi,RSAorg
serenadinepi,helena_w_strom
serenadinepi,stefanovil
ArtmuseumNews,andiesilva
evelynwelch2013,BarnabyNygren
evelynwelch2013,FranRothwellHug
evelynwelch2013,RSAorg
evelynwelch2013,RenSkinKCL
evelynwelch2013,PaoloGall0
PabloPwilliamsg,utpress
RSAorg,_EMoDiR_
RSAorg,FranRothwellHug
RSAorg,JuanjuanGuo1
RSAorg,L_Sansonetti
RSAorg,LFG_Hist
RSAorg,RSAorg
rromeromedina,Benito_Navarret
rromeromedina,FernandoMaras
JorisOddens,EMLC_journal
LFG_Hist,RSAorg
shakesinireland,EmmaLCahill
shakesinireland,victorginori
RSAorg,victorginori
RSAorg,utpress
RSAorg,utpress
ArtmuseumNews,DrEmanuelaVai
ArtmuseumNews,jasonkrw
ArtmuseumNews,RSAorg
DerekJohnBryant,MarshsLibrary
helena_w_strom,_EMoDiR_
angela_mcshane,susandamussen
angela_mcshane,SSEMWomenGender
RSAorg,owilliamsdc
RSAorg,DrJanMachielsen
RSAorg,degruyter_arts
RSAorg,EvaKemenade
RSAorg,MarshsLibrary
elenaspnll,fairban_c
elenaspnll,elenaspnll
elenaspnll,AyyVeeBee
umn_arthistory,DrJanMachielsen
ArtmuseumNews,jotis13
ArtmuseumNews,CaitlinBurge95
PalmeriJoAnn,ErcRutter
utpress,profecowling
EvaKemenade,MarshsLibrary
adelevaleria,martinamampy
adelevaleria,RSAorg
adelevaleria,_EMoDiR_
adelevaleria,_EMoDiR_
adelevaleria,martinamampy
adelevaleria,_EMoDiR_
madmcmahon,stefanovil
bramvanleuveren,markronan79
CecileFromont,rose_byfleet
CecileFromont,RSAorg
RSAorg,_EMoDiR_
RSAorg,EmmaLCahill
RSAorg,Sagarq_
RSAorg,andiesilva
RSAorg,degruyter_arts
RSAorg,helena_w_strom
RSAorg,robert_stagg
RSAorg,RSAorg
mariapower,jotis13
RSAorg,Benito_Navarret
RSAorg,NGIreland
mariapower,kmschultz24
mariapower,3rdChapterProj
mariapower,IrishArtsBeat
mariapower,robert_stagg
mariapower,RSAorg
Benito_Navarret,NGIreland
Benito_Navarret,NGIreland
EvaKemenade,kmschultz24
ArtmuseumNews,csukendall
ConstantinidouN,VINCE_Mate
JMMorenoMadrid,ErcRutter
Benito_Navarret,Sagarq_
JMMorenoMadrid,ErcRutter
JMMorenoMadrid,JMMorenoMadrid
wilaroney,NoteArtHerstory
wilaroney,AmsterdamUPress
jtheibault,jotis13
jtheibault,DJWrisley
jtheibault,LeaderAnnePhD
jtheibault,andiesilva
ericawetter,CAP_Ltd
ericawetter,stanfordpress
ericawetter,ericbsong
AshleyRaynera,DrJanMachielsen
stefanovil,helena_w_strom
robert_stagg,RSAorg
projectcornelia,ASRadermecker
_EMoDiR_,_EMoDiR_
RichardTYoder1,_EMoDiR_
RichardTYoder1,_EMoDiR_
EyesBachmann,VINCE_Mate
curroperez,Sagarq_
curroperez,Benito_Navarret
Benito_Navarret,stefanovil
_EMoDiR_,helena_w_strom
stanfordpress,CAP_Ltd
stanfordpress,stanfordpress
stanfordpress,ericbsong
historyinheels,historecipes
RSAorg,_EMoDiR_
RSAorg,stefanovil
RSAorg,ErcRutter
RSAorg,JMMorenoMadrid
spenceweinreich,EMLoneliness
RSAorg,DrEmanuelaVai
RSAorg,jasonkrw
RSAorg,RSAorg
alchemietagung,historecipes
DrEmanuelaVai,jasonkrw
DrEmanuelaVai,RSAorg
_EMoDiR_,stefanovil
ArtmuseumNews,EURONEWSproject
HanLamers,richardcalis
HanLamers,RSAorg
ErcRutter,JMMorenoMadrid
HanLamers,richardcalis
HanLamers,RSAorg
RSAorg,DrAliceQst
RSAorg,_EMoDiR_
RSAorg,Federic89313481
RSAorg,stefanovil
RSAorg,jasonkrw
RSAorg,_EMoDiR_
RSAorg,stefanovil
RSAorg,ErcRutter
_EMoDiR_,stefanovil
ArtmuseumNews,jotis13
Benito_Navarret,FernandoMaras
iberianart,elsjevankessel
iberianart,CecileFromont
iberianart,erinkrowe
iberianart,Benito_Navarret
iberianart,cvincentcassy
iberianart,NGIreland
iberianart,RSAorg
renascimed,_EMoDiR_
renascimed,historecipes
iberianart,Sagarq_
iberianart,Benito_Navarret
renascimed,historecipes
MariaHarriet10,MariaHarriet10
jasonkrw,DrEmanuelaVai
jasonkrw,RSAorg
jasonkrw,jasonkrw
_EMoDiR_,stefanovil
egaffney4,AmsterdamUPress
jamescosullivan,andiesilva
jamescosullivan,SaraMansutti
mikecosgrave,andiesilva
mikecosgrave,SaraMansutti
CaitlinBurge95,jotis13
SaraMansutti,EURONEWSproject
SaraMansutti,andiesilva
SaraMansutti,SaraMansutti
SaraMansutti,andiesilva
SaraMansutti,SaraMansutti
RabiaGregory,EditorialMAC
ManchesterUP,EditorialMAC
RSAorg,EditorialMAC
RSAorg,Brepols
RSAorg,RSAorg
Brepols,RSAorg
WSperrazza,susandamussen
WSperrazza,SSEMWomenGender
HPSshouts,historecipes
HPSshouts,historecipes
RSAorg,AmsterdamUPress
RSAorg,robert_stagg
RSAorg,robertaklimt
RSAorg,RSAorg
RSAorg,utpress
robert_stagg,robertaklimt
robert_stagg,RSAorg
RichardTYoder1,_EMoDiR_
Hector_LinaresG,_EMoDiR_
Hector_LinaresG,RichardTYoder1
Alafont2011,Sagarq_
Alafont2011,Benito_Navarret
ElenaSiletti,EMoBookTrade
RSAorg,stefanovil
RSAorg,Sagarq_
RSAorg,Benito_Navarret
RSAorg,Benito_Navarret
RSAorg,cvincentcassy
RSAorg,NGIreland
RSAorg,RSAorg
ArtmuseumNews,robert_stagg
ArtmuseumNews,tcddublin
ArtmuseumNews,RSAorg
Benito_Navarret,Sagarq_
Benito_Navarret,Benito_Navarret
Benito_Navarret,cvincentcassy
Benito_Navarret,NGIreland
Benito_Navarret,RSAorg
rebeccaromani,MiraAssafK
rebeccaromani,daraghjgrant
Benito_Navarret,cvincentcassy
Benito_Navarret,NGIreland
Benito_Navarret,RSAorg
medrenliza,martinevanelk
_EMoDiR_,stefanovil
Sagarq_,Benito_Navarret
RSAorg,markronan79
jotis13,FolgerLibrary
jotis13,FolgerResearch
RSAorg,LeaderAnnePhD
RSAorg,jotis13
RSAorg,WSperrazza
RSAorg,LeaderAnnePhD
RSAorg,DJWrisley
RSAorg,elisewatson_
RSAorg,MIP_medpub
RSAorg,LeaderAnnePhD
RSAorg,CAP_Ltd
RSAorg,stanfordpress
RSAorg,ericbsong
RSAorg,stefanovil
RSAorg,degruyter_arts
RSAorg,_EMoDiR_
RSAorg,VINCE_Mate
RSAorg,_EMoDiR_
RSAorg,jotis13
RSAorg,CaitlinBurge95
jotis13,CaitlinBurge95
RSAorg,Benito_Navarret
RSAorg,NGIreland
RSAorg,martinamampy
RSAorg,_EMoDiR_
martinamampy,_EMoDiR_
martinamampy,_EMoDiR_
stefanovil,_EMoDiR_
FutureBoxingPhD,AnnaRCusack
Dirk_van_Miert,jotis13
Dirk_van_Miert,CaitlinBurge95
stefanovil,_EMoDiR_
jotis13,CaitlinBurge95
Benito_Navarret,NGIreland
_EMoDiR_,stefanovil
ArtmuseumNews,JuanjuanGuo1
egaffney4,AmsterdamUPress
jotis13,EmmaLCahill
magpie,jotis13
magpie,MaddenAmanda
RareBookLibAntw,elisewatson_
ericbsong,CAP_Ltd
ericbsong,stanfordpress
ericbsong,ericbsong
Imogen_Knox,FnzToGo
CAP_Ltd,stanfordpress
MIP_medpub,LeaderAnnePhD
LeaderAnnePhD,DJWrisley
LeaderAnnePhD,DJWrisley
LeaderAnnePhD,jotis13
JLynnFraser1,AmsterdamUPress
RSAorg,jotis13
AHHEresearch,helena_w_strom
RSAorg,gyzyby
RSAorg,csukendall
RSAorg,MiraAssafK
RSAorg,daraghjgrant
RSAorg,mirellamarini1
RSAorg,ASRadermecker
RSAorg,AmsterdamUPress
fairban_c,EmmaLCahill
AHHEresearch,egaffney4
AHHEresearch,NGIreland
KimOosterlinck,ASRadermecker
AHHEresearch,katharinaost
universalstc,elisewatson_
universalstc,MarshsLibrary
universalstc,JE_Baxter
universalstc,MarshsLibrary
universalstc,A_der_Weduwen
universalstc,elisewatson_
RichardTYoder1,_EMoDiR_
RichardTYoder1,RichardTYoder1
RichardTYoder1,stefanovil
RichardTYoder1,RichardTYoder1
AHHEresearch,RSAorg
ULHistory,LFG_Hist
ULHistory,RSAorg
EHPC_BookSeries,jessica_sciarra
livesandletters,samuscript
TimHarrisBrown,MarshsLibrary
TimHarrisBrown,susandamussen
TimHarrisBrown,SSEMWomenGender
daraghjgrant,MiraAssafK
daraghjgrant,daraghjgrant
publicradionerd,MiraAssafK
publicradionerd,daraghjgrant
egaffney4,AmsterdamUPress
egaffney4,stefanovil
egaffney4,RichardTYoder1
MiraAssafK,daraghjgrant
boomloos,SarahALang_
boomloos,Transkribus
emi_rowe,samuscript
CJSlaby,RSAorg
CanaryCaroline,boydellbrewer
RSAorg,stefanovil
RSAorg,RichardTYoder1
ArtmuseumNews,profastreete
ArtmuseumNews,jdmccafferty
RSAorg,samuscript
RSAorg,AmsterdamUPress
TimHarrisBrown,_EMoDiR_
emsantos,salomoni1986
Jodesdublin,MarshsLibrary
ana_strl,fairban_c
ana_strl,ana_strl
Alvarus_lat,richardcalis
Alvarus_lat,RSAorg
egaffney4,LFG_Hist
egaffney4,RSAorg
egaffney4,rose_byfleet
egaffney4,RSAorg
egaffney4,RSAorg
egaffney4,fairban_c
egaffney4,GavinHollis19
egaffney4,_EMoDiR_
egaffney4,GalenOfPergamum
egaffney4,RIAdawson
egaffney4,jessica_sciarra
egaffney4,SpenserSociety
egaffney4,SpenserSociety
egaffney4,fairban_c
egaffney4,ana_strl
egaffney4,salomoni1986
egaffney4,EURONEWSproject
RSAorg,CateAgostini
RSAorg,andiesilva
RSAorg,andiesilva
RSAorg,EURONEWSproject
RSAorg,alexkaest
RSAorg,DrJanMachielsen
RSAorg,serenadinepi
RSAorg,LFG_Hist
RSAorg,RSAorg
YasminHaskell,stefanovil
YasminHaskell,_EMoDiR_
ProfM_Azzolini,salomoni1986
Real_Person_DH,serenadinepi
Real_Person_DH,EvelienChayes
LFG_Hist,RSAorg
_EMoDiR_,stefanovil
_EMoDiR_,RichardTYoder1
stefanovil,_EMoDiR_
stefanovil,RichardTYoder1
UDelPress,RutgersUPress
stefanovil,RichardTYoder1
RSAorg,sourdoughchef
RSAorg,herbstreet
RSAorg,AmsterdamUPress
egaffney4,AmsterdamUPress
BunyanSociety,_EMoDiR_
RSAorg,AnnaRCusack
egaffney4,AmsterdamUPress
egaffney4,AmsterdamUPress
RSAorg,BeneCastagna
egaffney4,AmsterdamUPress
egaffney4,AmsterdamUPress
egaffney4,susan_cogan
egaffney4,AmsterdamUPress
egaffney4,AmsterdamUPress
RSAorg,rhetorician
RSAorg,MarshsLibrary
RSAorg,GalenOfPergamum
RSAorg,RIAdawson
RSAorg,stefanovil
RSAorg,_EMoDiR_
RSAorg,csukendall
egaffney4,AmsterdamUPress
egaffney4,sarah_cockram
RSAorg,LeaderAnnePhD
RSAorg,sepoltuario
RSAorg,owilliamsdc
RSAorg,SarahALang_
RSAorg,Transkribus
RSAorg,PrintDiplomacy
RSAorg,andiesilva
CateAgostini,DJWrisley
RSAorg,jotis13
RSAorg,DJWrisley
andiesilva,SaraMansutti
RSAorg,DrJDeCamillis
RSAorg,DrJDeCamillis
CateAgostini,DJWrisley
RSAorg,_EMoDiR_
RSAorg,degruyter_arts
RSAorg,dg_medieval
RSAorg,degruyter_arts
RSAorg,DJWrisley
RSAorg,medrenliza
RSAorg,GavinHollis19
RSAorg,daraghjgrant
RSAorg,fairban_c
RSAorg,GavinHollis19
AnnaRCusack,FnzToGo
RSAorg,_EMoDiR_
RSAorg,pdurdel
RSAorg,DJWrisley
RSAorg,3rdChapterProj
RSAorg,IrishArtsBeat
_EMoDiR_,RichardTYoder1
RSAorg,SpenserSociety
RSAorg,SpenserSociety
RSAorg,boydellbrewer
RSAorg,EmmaLCahill
RSAorg,andiesilva
RSAorg,SHARPorg
RSAorg,IrishArtsBeat
RSAorg,fairban_c
RSAorg,ana_strl
RSAorg,serenadinepi
RSAorg,EvelienChayes
RSAorg,VINCE_Mate
CateAgostini,DJWrisley
RSAorg,kmschultz24
RSAorg,_EMoDiR_
RSAorg,stefanovil
andiesilva,SaraMansutti
RSAorg,DrJanMachielsen
RSAorg,FnzToGo
RSAorg,susan_cogan
RSAorg,AmsterdamUPress
RSAorg,Sagarq_
RSAorg,richardcalis
RSAorg,RSAorg
RSAorg,robert_stagg
RSAorg,tcddublin
RSAorg,RSAorg
RSAorg,dg_medieval
RSAorg,RSAorg
Flitcraft,kmschultz24
la_bargainista,kmschultz24
RSAorg,salomoni1986
RSAorg,martinamampy
RSAorg,RSAorg
RSAorg,MooreInst
RSAorg,MooreInst
RSAorg,Brepols
RSAorg,jessica_sciarra
DrJanMachielsen,kmschultz24
RSAorg,jotis13
RSAorg,DHInstitute
RSAorg,RSAorg
LibraryLivingJT,UDelPress
LibraryLivingJT,UDelPress
RSAorg,robert_stagg
RSAorg,RSAorg
RSAorg,ErcRutter
RSAorg,CAP_Ltd
CateAgostini,andiesilva
CateAgostini,andiesilva
RSAorg,rose_byfleet
RSAorg,RSAorg
RSAorg,serenadinepi
RSAorg,RSAorg
_EMoDiR_,stefanovil
serenadinepi,RSAorg
CristinaLAlfar,rhetorician
17thc_students,kmschultz24
rose_byfleet,RSAorg
andiesilva,GoldenAgents
DigtalHumanatee,serenadinepi
DigtalHumanatee,EvelienChayes
CaritasKhanasak,dg_medieval
CaritasKhanasak,RenSkinKCL
BotLabhd,serenadinepi
BotLabhd,EvelienChayes
serenadinepi,EvelienChayes
EvaJohannaH,fairban_c
EvaJohannaH,ana_strl
dg_medieval,RenSkinKCL
_EMoDiR_,stefanovil
fairban_c,ana_strl
andiesilva,Torabik5
andiesilva,SHARPorg
joaotomaz77,elsjevankessel
joaotomaz77,CecileFromont
joaotomaz77,erinkrowe
SpenserSociety,SpenserSociety
3rdChapterProj,IrishArtsBeat
salomoni1986,ErcRutter
robert_stagg,RSAorg
JMMorenoMadrid,salomoni1986
andiesilva,jotis13
andiesilva,andiesilva
andiesilva,humcommons
jotis13,andiesilva
jotis13,humcommons
CKullmannAuthor,MarshsLibrary
Real_Person_DH,andiesilva
DJWrisley,jotis13
erinannmcc,susandamussen
erinannmcc,SSEMWomenGender
jotis13,DHInstitute
jotis13,RSAorg
diffandrep,medrenliza
diffandrep,GavinHollis19
MooreInst,MooreInst
dg_medieval,degruyter_arts
dg_medieval,dg_medieval
dg_medieval,degruyter_arts
anna_kowalcze,RSAorg
HPSshouts,SarahALang_
HPSshouts,Transkribus
martinamampy,RSAorg
fairban_c,GavinHollis19
stefanovil,_EMoDiR_
publicationbot,degruyter_arts
publicationbot,dg_medieval
publicationbot,degruyter_arts
medrenliza,GavinHollis19
jotis13,DJWrisley
L_Sansonetti,RSAorg
degruyter_arts,dg_medieval
degruyter_arts,RSAorg
degruyter_arts,dg_medieval
degruyter_arts,degruyter_arts
AmsterdamUPress,susan_cogan
AmsterdamUPress,AmsterdamUPress
jotis13,DJWrisley
ff_joanna,MarshsLibrary
serenadinepi,_EMoDiR_
serenadinepi,stefanovil
LHArtBooks,egaffney4
LHArtBooks,NoteArtHerstory
LHArtBooks,LHArtBooks
LHArtBooks,RSAorg
LHArtBooks,SRSRenSoc
LHArtBooks,LHArtBooks
LHArtBooks,NoteArtHerstory
LHArtBooks,LHArtBooks
ff_joanna,MarshsLibrary
jotis13,DJWrisley
StuartKells,tcdlibrary
StuartKells,TLRHub
andiesilva,DJWrisley
eurospan,UDelPress
eurospan,UDelPress
StuartKells,MarshsLibrary
Library_RIA,magdajanosik
Library_RIA,GalenOfPergamum
Library_RIA,HistoryElaine
stefanovil,_EMoDiR_
luisribeiro,salomoni1986
RSprugnoli,SarahALang_
RSprugnoli,Transkribus
DJWrisley,andiesilva
SarahALang_,magdajanosik
SarahALang_,GalenOfPergamum
SarahALang_,HistoryElaine
DigtalHumanatee,andiesilva
andiesilva,jotis13
martinamampy,stefanovil
martinamampy,_EMoDiR_
BotLabhd,andiesilva
TomosEvans01,richardcalis
TomosEvans01,RSAorg
DigNeoLatin,SarahALang_
DigNeoLatin,Transkribus
CaritasKhanasak,dg_medieval
CaritasKhanasak,RSAorg
dg_medieval,RSAorg
_EMoDiR_,stefanovil
NinaLamal,helmers_h
valentinalepri,JarrikVDBiest
valentinalepri,DieterCammaerts
jotis13,MaddenAmanda
SarahALang_,Transkribus
memps2,susandamussen
memps2,SSEMWomenGender
jotis13,LeaderAnnePhD
drMCailloux,RSAorg
jotis13,LeaderAnnePhD
jotis13,sepoltuario
sepoltuario,LeaderAnnePhD
sepoltuario,sepoltuario
HPSshouts,GalenOfPergamum
HPSshouts,RIAdawson
LeaderAnnePhD,sepoltuario
richardcalis,RSAorg
_EMoDiR_,stefanovil
_EMoDiR_,_EMoDiR_
GalenOfPergamum,RSAorg
bridgetw1807,MarshsLibrary
stefanovil,_EMoDiR_
GalenOfPergamum,RIAdawson
DrCLaoutaris,susan_cogan
DrCLaoutaris,AmsterdamUPress
FabrizioBaldas6,magdajanosik
FabrizioBaldas6,GalenOfPergamum
FabrizioBaldas6,HistoryElaine
jotis13,MaddenAmanda
DrCLaoutaris,EHPC_BookSeries
DrCLaoutaris,AmsterdamUPress
robert_stagg,tcddublin
robert_stagg,RSAorg
robert_stagg,RSAorg
degruyter_arts,RSAorg
LFG_Hist,hannahmgk
Ines_benardc,salomoni1986
susandamussen,susandamussen
susandamussen,SSEMWomenGender
mirellamarini1,susandamussen
mirellamarini1,SSEMWomenGender
sourdoughchef,herbstreet
AmsterdamUPress,sarah_cockram
ErcRutter,salomoni1986
bramvanleuveren,bramvanleuveren
LdeLHV,susandamussen
LdeLHV,SSEMWomenGender
dorothee_goetze,emdiplomacy
susan_cogan,AmsterdamUPress
restalrig,bramvanleuveren
mirellamarini1,bramvanleuveren
bobbyholunder,ManchesterUP
LenaOetzel,emdiplomacy
MuratOgutcu1985,jackiewatson05
FemArtColl,NoteArtHerstory
FemArtColl,AmsterdamUPress
dorothee_goetze,bramvanleuveren
RenSwordClub,LeblancHelene4
egaffney4,c_i_mcnamara
egaffney4,Hannah_Wiepke
RSAorg,c_i_mcnamara
BewerFrancesca,JessieWHChen
RSAorg,Hannah_Wiepke
RSAorg,emilieKMmurphy
AmsterdamUPress,NoteArtHerstory
AmsterdamUPress,AmsterdamUPress
AmsterdamUPress,EHPC_BookSeries
AmsterdamUPress,AmsterdamUPress
jdmccafferty,profastreete
jdmccafferty,jdmccafferty
diegolazzarich,RSAorg
SRSRenSoc,egaffney4
SRSRenSoc,NoteArtHerstory
SRSRenSoc,LHArtBooks
SRSRenSoc,RSAorg
SRSRenSoc,SRSRenSoc
SRSRenSoc,LHArtBooks
ArtmuseumNews,FFf6f
sophie_hartles,EvaKemenade
ProfM_Azzolini,FranRothwellHug
UnivNebPress,CAP_Ltd
UnivNebPress,UnivNebPress
RSAorg,susandamussen
RSAorg,SSEMWomenGender
RSAorg,JuanjuanGuo1
RSAorg,fairban_c
RSAorg,elenaspnll
RSAorg,AyyVeeBee
RSAorg,aly_gran
Sean_MacKinnon_,boydellbrewer
egaffney4,stefanovil
restalrig,martinevanelk
restalrig,KathyAcheson
